id,time,minutes,hours,location,account,message,spellcheck_msg,cleaned_msg,cluster,label
32233,2020-04-09 10:40:00,4960,82,Southton,FastBananaAvery_Smith,I was in a horrible car accident this past they something anyone and something they someone is now in the ambulance to the hospital,I was in a horrible car accident this past they something anyone and something they someone is now in the ambulance to the hospital,horrible car accident past something anyone something someone ambulance hospital,6,RESCUE
32235,2020-04-09 10:40:00,4960,82,Weston,GuapoRobertoCouch,Help  Rich and I are wandering  trying to find the disaster shelter ,Help Rich and I are wandering trying to find the disaster shelter,Help Rich I wandering trying find disaster shelter,22,SHELTER
32236,2020-04-09 10:40:00,4960,82,Pepper Mill,MagdaleneOctopus56,Rolling sandunes the gentle lapping of the accident who was the owner of the sea the call of gulls and a nuclear reactor fuel rods are 2 very different creatures ,Rolling sandunes the gentle lapping of the accident who was the owner of the sea the call of gulls and a nuclear reactor fuel rods are 2 very different creatures,Rolling sandunes gentle lapping accident owner sea call gulls nuclear reactor fuel rods 2 different creatures,2,ROAD
32250,2020-04-09 10:41:00,4961,82,Terrapin Springs,FuriousSundahlIcecream,Volunteers needed to participate in someone he they landslide ,Volunteers needed to participate in someone he they landslide,Volunteers needed participate someone landslide,18,VOLUNTEERS;RESCUE
32261,2020-04-09 10:42:00,4962,82,Pepper Mill,KCleverC,Large sinkhole swallows entire pond in someone he structural integrity something failure  inspections damages defects testing repair they it,large sinkhole swallow entire pond in someone he structural integrity something failure inspection damages defects testing repair they it,large sinkhole swallow entire pond someone structural integrity something failure inspection damages defects testing repair,30,ROAD
32281,2020-04-09 10:44:00,4964,82,Downtown,FamousMIcecream1973,I need volunteers to help at the hospital  We are really short staffed right now ,I need volunteers to help at the hospital We are really short staffed right now,I need volunteers help hospital We really short staffed right,60,VOLUNTEERS;MEDICAL
32308,2020-04-09 10:46:00,4966,82,Palace Hills,FamousMaynardCouch,say male cyclist struck near they something something he it Marfpeaplelace with lots of peapleeopeaplele,say male cycling struck near they something something he it Marfplace with lots of people,say male cycling struck near something something Marfplace lots people,6,RESCUE
32334,2020-04-09 10:48:00,4968,82,Weston,Pearl_Carver89,Rolling sandunes the gentle lapping of the range rover  ,Rolling sandunes the gentle lapping of the range rover,Rolling sandunes gentle lapping range rover,2,ROAD
32347,2020-04-09 10:49:00,4969,82,Broadview,CleverBreadGary_Beckham,anytyhehing tyhehey anyone anytyhehing tyherees down o on house on someone he styheructyheural intyheegrityhey sometyhehing failure  inspectyheions damages defectyhes tyheestyheing repair,anything they anyone anything threes down o on house on someone he structural integrity something failure inspection damages defects testing repair,anything anyone anything threes house someone structural integrity something failure inspection damages defects testing repair,30,COLLAPSED
32383,2020-04-09 10:52:00,4972,82,Chapparal,CuriousCoffeyCandy69,Water soaked my back yard  All those years gardening wasted ,Water soaked my back yard All those years gardening wasted,Water soaked back yard All years gardening wasted,54,FLOODING
32398,2020-04-09 10:54:00,4974,82,Weston,GuapoEdmundoBowl,anything they something anyone and something they landslide victims denied arseistance again,anything they something anyone and something they landslide victims denied assistance again,anything something anyone something landslide victims denied assistance,6,ROAD
32463,2020-04-09 11:00:00,4980,83,Northwest,TallAshleyHouse,Sewers is our all over  What are we going to do ,Sewers is our all over What are we going to do,Sewers What going,51,SEWER
32477,2020-04-09 11:01:00,4981,83,Safe Town,FleetMaryBowl,say male cyclist struck near they something anyone and something they someone is now in the scene of the sea the call of gulls and a nuclear reactor fuel rods are 2 very different creatures ,say male cycling struck near they something anyone and something they someone is now in the scene of the sea the call of gully and a nuclear reactor fuel rods are 2 very different creatures,say male cycling struck near something anyone something someone scene sea call gully nuclear reactor fuel rods 2 different creatures,6,RESCUE
32536,2020-04-09 11:06:00,4986,83,Northwest,TonyPeterson,Food Poisoning  Probably that contaminated water,Food Poisoning Probably that contaminated water,Food Poisoning Probably contaminated water,41,WATER
32575,2020-04-09 11:09:00,4989,83,Weston,DarkSpenglerBowl5,anything they anyone anything trees down o on house on someone he structural integrity anything failure  problems inspections damages defects testing repair they it near anyone involving an overturned vehicle  anyone use alternate roads,anything they anyone anything trees down o on house on someone he structural integrity anything failure problems inspection damages defects testing repair they it near anyone involving an overturned vehicle anyone use alternate roads,anything anyone anything trees house someone structural integrity anything failure problems inspection damages defects testing repair near anyone involving overturned vehicle anyone use alternate roads,30,COLLAPSED
32580,2020-04-09 11:10:00,4990,83,Cheddarford,RunsThompsonMouse,My house is missing  Now what ,My house is missing Now what,My house missing Now,40,SHELTER
32595,2020-04-09 11:11:00,4991,83,Old Town,Jennifer_MedinaDog2012,Is the water we re walking through contaminated ,Is the water we re walking through contaminated,Is water walking contaminated,41,WATER
32607,2020-04-09 11:13:00,4993,83,Old Town,J1960Barnes,Can t treat a cracked rib if there s rubble everywhere   We need some help at the hospital ,Can't  treat a cracked rib if there s ruble everywhere he need some help at the hospital,treat cracked rib ruble everywhere need help hospital,60,MEDICAL
32612,2020-04-09 11:14:00,4994,83,West Parton,SmartCouchChristina,Volunteers needed to participate in someone he structural integrity anything failure  problems inspections damages defects testing repair they it near anyone involving an overturned vehicle  anyone use alternate roads,volunteers needed to participate in someone he structural integrity anything failure problems inspection damages defects testing repair they it near anyone involving an overturned vehicle anyone use alternate roads,volunteers needed participate someone structural integrity anything failure problems inspection damages defects testing repair near anyone involving overturned vehicle anyone use alternate roads,30,VOLUNTEERS;INSPECTION
32619,2020-04-09 11:15:00,4995,83,Broadview,R93Bronn,Building structural integrity anything failure  problems inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr ,Building structural integrity anything failure problems inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr,Building structural integrity anything failure problems inspections damages defects testing repair crews evacuated 30 parseengers tr,30,COLLAPSED
32623,2020-04-09 11:15:00,4995,83,Oak Willow,ObnoxiousJIcecream,Volunteers needed to participate in someone he structural integrity anything failure  problems inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr ,Volunteers needed to participate in someone he structural integrity anything failure problems inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr,Volunteers needed participate someone structural integrity anything failure problems inspections damages defects testing repair crews evacuated 30 parseengers tr,30,VOLUNTEERS;INSPECTION
32653,2020-04-09 11:18:00,4998,83,Chapparal,FearsGandyFish,Never thought bricks would cause such a traffic jam ,Never thought bricks would cause such a traffic jam,Never thought bricks would cause traffic jam,63,TRAFFIC
32679,2020-04-09 11:20:00,5000,83,Terrapin Springs,ObnoxiousGCouch,Hospital has rubble  EEEEK ,Hospital has rubble EEEEK,Hospital rubble EEEEK,60,HOSPITAL
32703,2020-04-09 11:22:00,5002,83,Weston,SmartWBread,Rolling sandunes the gentle lapping of the accident who was the owner of the collapsed sewer line,Rolling sandunes the gentle lapping of the accident who was the owner of the collapsed sewer line,Rolling sandunes gentle lapping accident owner collapsed sewer line,66,SEWER
